signalName,t,tWall,value,unit
serial:COM8/vbus_v,184894,1786320172622,19.566,V
serial:COM8/phase_u_v,184894,1786320172622,7.677,V
serial:COM8/phase_v_v,184894,1786320172622,7.688,V
serial:COM8/phase_w_v,184894,1786320172622,7.715,V
serial:COM8/phase_u_i,184894,1786320172622,-0.036,A
serial:COM8/phase_v_i,184894,1786320172622,-0.052,A
serial:COM8/phase_w_i,184894,1786320172622,-0.044,A
serial:COM8/bench_duty,184896,1786320172622,0.000,
serial:COM8/motor_angle,184896,1786320172622,73.06,deg
serial:COM8/vbus_v,184896,1786320172622,19.582,V
serial:COM8/phase_u_v,184896,1786320172622,7.828,V
serial:COM8/phase_v_v,184896,1786320172622,7.822,V
serial:COM8/phase_w_v,184896,1786320172622,7.844,V
serial:COM8/phase_u_i,184896,1786320172622,-0.004,A
serial:COM8/phase_v_i,184896,1786320172622,-0.036,A
serial:COM8/phase_w_i,184896,1786320172622,-0.020,A
serial:COM8/bench_duty,184898,1786320172622,0.000,
serial:COM8/motor_angle,184898,1786320172622,73.04,deg
serial:COM8/vbus_v,184898,1786320172622,19.588,V
serial:COM8/phase_u_v,184898,1786320172622,7.974,V
serial:COM8/phase_v_v,184898,1786320172622,7.974,V
serial:COM8/phase_w_v,184898,1786320172622,8.006,V
serial:COM8/phase_u_i,184898,1786320172622,-0.020,A
serial:COM8/phase_v_i,184898,1786320172622,-0.036,A
serial:COM8/phase_w_i,184898,1786320172622,-0.044,A
serial:COM8/bench_duty,184900,1786320172622,0.000,
serial:COM8/motor_angle,184900,1786320172622,73.08,deg
serial:COM8/vbus_v,184900,1786320172622,19.572,V
serial:COM8/phase_u_v,184900,1786320172622,7.499,V
serial:COM8/phase_v_v,184900,1786320172622,7.509,V
serial:COM8/phase_w_v,184900,1786320172622,7.531,V
serial:COM8/phase_u_i,184900,1786320172622,-0.028,A
serial:COM8/phase_v_i,184900,1786320172622,-0.052,A
serial:COM8/phase_w_i,184900,1786320172622,-0.052,A
serial:COM8/bench_duty,184902,1786320172622,0.000,
serial:COM8/motor_angle,184902,1786320172622,73.04,deg
serial:COM8/vbus_v,184902,1786320172622,19.577,V
serial:COM8/phase_u_v,184902,1786320172622,7.639,V
serial:COM8/phase_v_v,184902,1786320172622,7.644,V
serial:COM8/phase_w_v,184902,1786320172622,7.677,V
serial:COM8/phase_u_i,184902,1786320172622,-0.004,A
serial:COM8/phase_v_i,184902,1786320172622,-0.068,A
serial:COM8/phase_w_i,184902,1786320172622,-0.020,A
serial:COM8/bench_duty,184904,1786320172622,0.000,
serial:COM8/motor_angle,184904,1786320172622,73.06,deg
serial:COM8/vbus_v,184904,1786320172622,19.566,V
serial:COM8/phase_u_v,184904,1786320172622,7.790,V
serial:COM8/phase_v_v,184904,1786320172622,7.790,V
serial:COM8/phase_w_v,184904,1786320172622,7.817,V
serial:COM8/phase_u_i,184904,1786320172659,-0.012,A
serial:COM8/phase_v_i,184904,1786320172659,-0.028,A
serial:COM8/phase_w_i,184904,1786320172659,-0.012,A
serial:COM8/bench_duty,184906,1786320172659,0.000,
serial:COM8/motor_angle,184906,1786320172659,73.02,deg
serial:COM8/vbus_v,184906,1786320172659,19.582,V
serial:COM8/phase_u_v,184906,1786320172659,7.936,V
serial:COM8/phase_v_v,184906,1786320172659,7.941,V
serial:COM8/phase_w_v,184906,1786320172659,7.968,V
serial:COM8/phase_u_i,184906,1786320172659,-0.012,A
serial:COM8/phase_v_i,184906,1786320172659,-0.052,A
serial:COM8/phase_w_i,184906,1786320172659,-0.020,A
serial:COM8/bench_duty,184908,1786320172659,0.000,
serial:COM8/motor_angle,184908,1786320172659,73.04,deg
